Id,UserId,Avatar,Author,Content,ReactionsCount,Depth,SubCommentsCount,CommentAt,,,Link postingan,https://www.instagram.com/p/DD4VIkzh5ak/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
17865355206280514,51277382517,,neni_afandani,Ultah nya sama kaya saya 😍😍sukses. Kak,0,0,0,12/22/2024 7:34 PM,,,,
18080704939586504,31091176167,,azza_lea10,Barrokallohu fiii umrik fii ilmi fii dunia wal akhirat ka..do''a yg baik dr yg lbih baik buat kka..,0,0,0,12/22/2024 7:38 PM,,,,
18016035104646933,3303723193,,yolanda_sagita12,"☝️aku yg tidak punya teman yg sefrekuensi dan Sholehah, akhirnya aku memilih untuk sendiri dan hanya suami teman cerita dan curhat ku, akhirnya hidup aku habis kan cuma untuk keluarga ku ,tidak ada yg namanya ngumpul2 asik sama teman karena orang2 yg ku kenal selama ini semuanya toxic dan baik depan doang, aku menyadari ternyata aku sendiri tidak di harapkan di pertemanan itu, hahahha, tidak apa2 akhirnya aku jadi lebih mendekat diri kepada Allah SWT, dengan beribadah dan memperbaiki diri ku insyaallah ingin menjadi manusia yg jauh lebih baik lagi, perbaiki diri dan iman, makasih ya Allah  engkau selalu menjaga ku dari hal2 buruk selama ini ❤️❤️❤️",7,0,0,12/22/2024 7:38 PM,,,,
18023557715631529,335871739,,ussiyfauziah,Barakallah fii Umrik Ka Kia sayang 😍,14,0,1,12/22/2024 7:40 PM,,,,
18058901215901254,52867781,,zaskiasungkar15,-@ussiyfauziah آمِيْن اللّهُمَّ آمِيْن tq syg,6,1,0,12/23/2024 12:13 AM,,,,
18018180791404094,3303723193,,yolanda_sagita12,"Barakallahu fii umrik ,kak kiaaa😊😊😊",0,0,0,12/22/2024 7:40 PM,,,,
18048081812121724,20239679525,,ch_260191,Baraqallahu fii umrik kak @zaskiasungkar15 ❤️❤️❤️❤️,0,0,0,12/22/2024 7:40 PM,,,,
18067234525741286,440269839,,nevyaulia,Gigi & Zaskia bener bener plek ketiplek mirip😍,59,0,0,12/22/2024 7:41 PM,,,,
18053292890064537,56812421137,,rilakkumaa_22,❤️❤️❤️❤️❤️❤️,2,0,0,12/22/2024 7:42 PM,,,,
17900071041074239,4844193376,,sihaaa_96,Seneng bgt kali ya tgl lahir nya di hari ibu.. Di ucapin seluruh dunia lohhh😍😍😍😍,0,0,0,12/22/2024 7:44 PM,,,,
18025356329561453,5767205435,,ottliestudio,Barakallah fii umrik ka kia sayang❤️❤️❤️,0,0,0,12/22/2024 7:45 PM,,,,
18087201610528451,50352381103,,diet_fun_magical,"Yaumil milad ,barokalloh fii umrik mabruk Alfa mabruk Kia❤️salam kangen mba Alni",0,0,0,12/22/2024 7:52 PM,,,,
18473011945004545,57260750699,,evisavira007,Barakallah fii umrik kak zaskia semoga allah berkahi semoga selalu dalam lindungan allah amin.. 🤲🥳,0,0,0,12/22/2024 7:52 PM,,,,
18210058453290018,41389959847,,tatih6318,Barakallah teh Zaskia🤗,0,0,0,12/22/2024 7:52 PM,,,,
18029747096443255,29917026691,,puputlofa,Barakallah fii umrik ka kia semoga sukses dunia akhirat sehat selalu dan semoga makin istiqomah❤️ capricon girl ni ya😍 @zaskiasungkar15,0,0,0,12/22/2024 7:53 PM,,,,
18068346109667943,2096042458,,derarahmaayu,So happy to see u happy kakkkk❤️ allahumma baarik 🥰,6,0,1,12/22/2024 7:55 PM,,,,
18210131083291290,52867781,,zaskiasungkar15,"-@derarahmaayu ما شاء الله تبارك الله 
Tq syg",4,1,0,12/23/2024 12:13 AM,,,,
17912120658048062,2136437709,,cam_zz3,😍😍😍😍,0,0,0,12/22/2024 7:57 PM,,,,
18307674286206045,8364077021,,hestianuralifa,Barakallah fiiumrik ka kia,0,0,0,12/22/2024 8:00 PM,,,,
18033351989447465,1692761610,,herzlicht_fur_dich_lli3nzli3n,❤️❤️❤️,0,0,0,12/22/2024 8:01 PM,,,,
17958248759740469,1652014794,,heniamariya,Mami kia❤️,0,0,0,12/22/2024 8:02 PM,,,,
18027647195533101,1062088240,,shandypurnamasari,Happy birthday sister 😘😘,39,0,1,12/22/2024 8:09 PM,,,,
18028675484245054,52867781,,zaskiasungkar15,-@shandypurnamasari maachi sislove 🤗,11,1,0,12/23/2024 12:13 AM,,,,
17950304291872588,3120828411,,mitaw2393,Barakallahu fii umrik 💝,0,0,0,12/22/2024 8:12 PM,,,,
18338044897195906,4916116368,,adores_malaysia,Barakallah fii umrikkk kak kia ❤️,2,0,1,12/22/2024 8:12 PM,,,,
18078565567589518,52867781,,zaskiasungkar15,-@adores_malaysia آمِيْن اللّهُمَّ آمِيْن thank you 😍,4,1,0,12/23/2024 12:14 AM,,,,
18092718787505761,50837642818,,janda_e_jin,❤️❤️❤️,0,0,0,12/22/2024 8:18 PM,,,,
17950770524861998,9772490895,,soloasih7,❤️❤️,0,0,0,12/22/2024 8:27 PM,,,,
18021497204631742,16701664845,,imas8153,Barakallah 🎂 🎂 fik umrik..bhagia dunia akhirat,0,0,0,12/22/2024 8:29 PM,,,,
17945255123794023,6797425181,,advirin_21,❤️❤️❤️,0,0,0,12/22/2024 8:33 PM,,,,
17936576483958665,4626553211,,elyanaafriyanti,Happy birthday mami kiaa doa baik buat mami kiaa 🫶😍,0,0,0,12/22/2024 8:48 PM,,,,
17867458995275383,1830940455,,miayuliantiaa,🤍✨️,2,0,0,12/22/2024 8:50 PM,,,,
18043466018513853,3234967463,,maryati9054,Barokallaahu fii umrik momi Ukasya❤️,2,0,0,12/22/2024 8:53 PM,,,,
18082296445509666,1653372064,,s.muna94,"Barakallah fii umrik Kak Kia...Semoga makin berkah usia, rezeky, kesehatan, karier, dan dlm segala hal..Best du'a for u...Aamiin 🤗🤲🏻❤️🎂",0,0,0,12/22/2024 8:59 PM,,,,
18102911416481399,48343508619,,zioonandra,happy b’day mami kia🫶🏻,0,0,0,12/22/2024 8:59 PM,,,,
18028044080251975,3533025733,,suciastriati4,"Barakallah fii umrik ka Kia , semua doa terbaik untukmu ❤️",5,0,1,12/22/2024 9:14 PM,,,,
18047658233153532,52867781,,zaskiasungkar15,-@suciastriati4 آمِيْن اللّهُمَّ آمِيْن makasih suci🤗,3,1,0,12/23/2024 12:14 AM,,,,
17938129718953524,5591418297,,santi_alsa,Aamiin 🤲 yaumul milad.. Barakallah fi umrik mami kia 😍,0,0,0,12/22/2024 9:21 PM,,,,
18072393145630613,905951732,,arien_826,Barakallah fii umrik 🤲🏻❤️,0,0,0,12/22/2024 9:24 PM,,,,
18051869819055873,281084542,,tya_ariestya,"Happy birthday sayangku 🤗, sehat terus, Allah jaga selalu",29,0,1,12/22/2024 10:01 PM,,,,
17906337104981858,52867781,,zaskiasungkar15,"-@tya_ariestya آمِيْن اللّهُمَّ آمِيْن 
Barakallahufiik syg",14,1,0,12/23/2024 12:14 AM,,,,
18046700351150192,281236660,,viarantyr,❤️❤️❤️❤️,2,0,0,12/22/2024 10:46 PM,,,,
18032334989413026,1702463117,,prtexy_trp,"barakallah fii umrik tante disneyland nyaa aa rapatar, maminya abang adam😍😍🥳🥳",0,0,0,12/22/2024 10:55 PM,,,,
18008392670507925,2175390554,,irwantidewi,Baramallahu fii umrik kia ❤️,0,0,0,12/22/2024 11:16 PM,,,,
17877554652208243,6643814064,,ayhie_queen,kok sama ultahnya kak kia sma aku @zaskiasungkar15 😍,0,0,0,12/23/2024 12:12 AM,,,,
18043307543232113,1292189163,,dewi_dhyra,Happy birthdayyy my kiaaaa semoga semua yang terbaik di tahun ini aamiin ❤️❤️❤️❤️,2,0,0,12/23/2024 12:24 AM,,,,
17986074461782801,53246715897,,mandypabela112022,😍😍😍😍😍😍😍,0,0,0,12/23/2024 4:35 AM,,,,
17904121989067408,1477779090,,sis_ka_wati,Izin repost ya kak🙏,0,0,0,12/23/2024 4:37 AM,,,,
18038773169070617,32005049497,,wulan_flowers,"Hbd bunda,mga sllu bhgia dunia akhirat, Aamiin 🤲",0,0,0,12/23/2024 5:44 AM,,,,
18307770454204055,39373812837,,lisnawati_manullang,"Ternyata aku punya kesamaan sama zaskia, hari lahirnya sama, nama anaknya juga sama ukasyah. Beda nasib aja😂",0,0,0,12/23/2024 6:23 AM,,,,
18095109190446722,1799327904,,toko_karangan__bunga,🙌,0,0,0,12/23/2024 6:44 AM,,,,
17867056674276410,60004934923,,tthchicuble,MasyaAllah habede kak kia sehat selalu ya 💝🎉🎊,0,0,0,12/23/2024 7:09 AM,,,,
18016024154436057,1472376243,,annygunadi,Selamat ulang tahun Kiaa ❤️❤️,0,0,1,12/23/2024 7:55 AM,,,,
18295520341225601,52867781,,zaskiasungkar15,-@annygunadi maachi ci ku syg❤️,0,1,0,12/23/2024 11:25 AM,,,,
18081530053576340,5808888427,,evasitisholihat_mamaroja,Slide 5 berasa lihat cipung pelukan sama ukka 😍😍😍,0,0,0,12/23/2024 8:33 AM,,,,
18025988399295225,432392906,,feriyanannisa,Kiaaa.... Barakallah fii umrik.. Semoga hajatnya dimudahkan sama Allah... ❤️❤️❤️❤️,0,0,0,12/23/2024 8:46 AM,,,,
18139864495335955,1310162227,,titha_titha_tha_alinsqi,Ini baru sahabat sejati no debat😍,0,0,0,12/23/2024 9:02 AM,,,,
"1,78784E+16",7703547900,,uun39,❤️❤️❤️❤️,0,0,0,12/23/2024 9:04 AM,,,,
17902572642093470,58482465500,,mb_sri_92,Happy birthday kak Zaskia 🥳🎂,0,0,0,12/23/2024 9:13 AM,,,,
18476862124053379,3182102652,,_leouni,❤️,0,0,0,12/23/2024 9:24 AM,,,,
18029727152611979,3182102652,,_leouni,"Allahumma Bariik, Barakallahu❤️",0,0,0,12/23/2024 9:25 AM,,,,
17965092767821414,18090373204,,anindyascarf,❤️,0,0,0,12/23/2024 9:28 AM,,,,
18323270884090216,1939629348,,richaiskak,Happy birthday cantikkk❤️,0,0,1,12/23/2024 9:47 AM,,,,
18322262293088720,52867781,,zaskiasungkar15,-@richaiskak thank you sygku❤️,0,1,0,12/23/2024 11:25 AM,,,,
18080522146575508,52628542036,,delianggraeny,Capri geng🔥🔥,0,0,0,12/23/2024 9:47 AM,,,,
18130213252386957,1469806890,,pantiyatimindonesia,❤️❤️,0,0,0,12/23/2024 9:47 AM,,,,
17885855205174760,4344699664,,nelykswd,Barakallah fii umrik mami kia 🥰@zaskiasungkar15 from #ZSLadies,0,0,0,12/23/2024 11:10 AM,,,,
18013468271480443,6188901950,,sofyancateringjakarta,❤️❤️,0,0,0,12/23/2024 11:19 AM,,,,
18041148260206163,68681379262,,mitah_utagalung,❤️❤️❤️,0,0,0,12/23/2024 11:21 AM,,,,
18085474375485420,2284613672,,billboardmalang,Happy birthday🔥,0,0,0,12/23/2024 12:06 PM,,,,
18115624693426499,12240035946,,nibrastulungagung,😍😍😍,0,0,0,12/23/2024 12:10 PM,,,,
18314037307167014,3078314735,,ava_aminn,WYATB ya sis😇😇😇🙏🏻🙏🏻,0,0,0,12/23/2024 12:21 PM,,,,
18041361407246827,8179655863,,apri2757,Barakalllah fii umrik mami kia😍,0,0,0,12/23/2024 12:22 PM,,,,
17852557224304754,59117679718,,nezafitiani,Selamat ulang tahun mbak zaskia sungkar mbak lah pelakor ambil pacar aku benci dengan tuduhan mbak tuh ku sumpah idak selamat kau katek rezeki hidup bersama kka irwansyah anak wak yansuri aku,0,0,0,12/23/2024 1:47 PM,,,,
17975043644799698,68297360623,,aqiqahashsolihin,Assalamualaikum lam kenal kk,0,0,0,12/23/2024 3:10 PM,,,,
17874823524151163,22713467385,,putri_muhsaleh,Kok kak Shireen Sungkar GK keliatan,0,0,0,12/23/2024 4:18 PM,,,,
18053516216301840,2214796436,,snackcorner.bandung,❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,12/23/2024 5:02 PM,,,,
18278521741216330,65714666689,,kazuminao0,MasyaAllah tabarakallah ganteng de😍,3,0,0,12/19/2024 3:51 PM,,,,
18067943287688170,67076556974,,itsme_el21,😍😍😍,1,0,0,12/19/2024 3:52 PM,,,,
18029391107242582,1585733129,,meysitayola,Masyaallah,5,0,0,12/19/2024 3:52 PM,,,,
18052408129995830,2189918674,,yushiqailula,Masyaallah ❤️,6,0,0,12/19/2024 3:52 PM,,,,
"1,78843E+16",7130858504,,rantikasarii_,🥰🥰,2,0,0,12/19/2024 3:52 PM,,,,
18025594001289224,7130858504,,rantikasarii_,Koment pertama nih bunda zazkia,14,0,0,12/19/2024 3:52 PM,,,,
18134825770344296,2219847586,,vinandarisandi,😍😍😍MasyaAllah,11,0,0,12/19/2024 3:52 PM,,,,
18074542537620022,2020109623,,elfiaprilia,Kak jangan post foto anak bayi ..takut terkena ain..,1,0,0,12/19/2024 3:52 PM,,,,
18015539597452294,3287683787,,varazahra09,ganteng amat,1,0,0,12/19/2024 3:53 PM,,,,
18061100224715428,2044686658,,yukaeka_,😍 MasyaAllah,3,0,0,12/19/2024 3:53 PM,,,,
18052539020060721,38554275450,,iiswae83287,"Masya Allah, gembul sekali",1,0,0,12/19/2024 3:53 PM,,,,
18041252840244138,6888042696,,any_1311,MasyaAllah tabarakallah.. Lahirnya sama anakku bundd..,1,0,0,12/19/2024 3:53 PM,,,,
18036340547586779,5326321805,,wynlaila_,Masyaallah welcome in the world 😍,7,0,0,12/19/2024 3:53 PM,,,,
18071419714653202,7703547900,,uun39,MasyaAllah,14,0,0,12/19/2024 3:54 PM,,,,
18048681890030839,1724702841,,zukhraini_reniren,Masyaaallah Tabarakallah 🔥😍❤️,3,0,0,12/19/2024 3:54 PM,,,,
18015457694441089,47159574731,,tarniii_92,❤️❤️ MasyaAllah.. 😍,0,0,0,12/19/2024 3:55 PM,,,,
18109953232402445,12764524591,,tini.nunung70,Masya allah,14,0,1,12/19/2024 3:55 PM,,,,
18042550979213538,67341655551,,tokososmed.104,-https://media0.giphy.com/media/v1.Y2lkPWFlZWNjYzExODQ5MGc5ZXU4ZGFqbDExNXJpd2RybXBoNjNmN205OWRjM2duaHd5aiZlcD12MV9naWZzX2dpZklkJmN0PWc/zpHOzmUYMWbxqZR7qo/200.gif,1,1,0,12/19/2024 4:28 PM,,,,
18104804869417113,2033518785,,nila_syakirasyahil,"Alhamdulillah, semoga adeknya sehat slu tumbuh besar jadi anak soleh",5,0,0,12/19/2024 3:55 PM,,,,
18051089083852143,49342975524,,kartini.real,👏,1,0,0,12/19/2024 3:55 PM,,,,
17939361713943717,923456863,,meyraninasution,Masha Allah,9,0,0,12/19/2024 3:55 PM,,,,
17926493105989149,50513305915,,yanisahilafitri,"Masyaallah sehat"" anak ganteng🤲😍",1,0,0,12/19/2024 3:55 PM,,,,
18315212512160232,1396043287,,wulancloudy,Masya allah tabarakallah.. allahuma shali ala sayyidina muhammad wa ala ali sayyidina muhammad,2,0,0,12/19/2024 3:56 PM,,,,
18072209224651447,2658733978,,defafas.shop,😍,1,0,0,12/19/2024 3:56 PM,,,,
18015442346446725,9772490895,,soloasih7,"Aamiin,,bismillah semoga bhgiany nular❤️",3,0,0,12/19/2024 3:56 PM,,,,
17928859061990209,1507670113,,kannykeer_91,"Masya Allah Alhamdulillah ya Allah ,sehat² dedek bagus sholeh ❤️",14,0,0,12/19/2024 3:57 PM,,,,
18031007513411783,49935649475,,silvy.aria89,Masyaallah guwanteng banget anak gantengnya @juragan_99 @shandypurnamasari 😍,1,0,0,12/19/2024 3:57 PM,,,,
17858217630259580,58655658928,,ikah4919,Kapan hamilnya masyaallah,8,0,0,12/19/2024 3:58 PM,,,,
18056528825064231,19383991822,,ferda.rosmalia.7,😍😍,1,0,0,12/19/2024 3:59 PM,,,,
18051715960866056,201023381,,asmanadia,"masya allah...
mengaminkan doa kedua orang tua❤️",48,0,0,12/19/2024 3:59 PM,,,,
17891015571055899,3642843542,,nia_humairah54,MasyaAllah ..Bismillah penantian 20tahun & tahun depan sypun garis dua ❤️,230,0,21,12/19/2024 4:01 PM,,,,
18017753675402742,9275168626,,tettymayalubis,-@nia_humairah54 aamiin ya rabbal alamiin,7,1,0,12/19/2024 4:07 PM,,,,
18039531284339646,9753079520,,dina_siswanto,-@nia_humairah54 Aamiin,4,1,0,12/19/2024 4:22 PM,,,,
17990406236744420,3521124599,,akhiraniamo,-@nia_humairah54 amin 😇,4,1,0,12/19/2024 4:36 PM,,,,
17910603381051966,5441696255,,naumyzhi,-@nia_humairah54 aamiin,2,1,0,12/19/2024 4:58 PM,,,,
17941950251808764,7376857733,,moklis_hanafi,-@nia_humairah54 aamiin..,2,1,0,12/19/2024 5:23 PM,,,,
18072697312561673,3037478771,,ajengtrian21,-@nia_humairah54 aamiin yaallah,1,1,0,12/19/2024 5:31 PM,,,,
18068901148667315,2059692583,,helen_afriyani,-@nia_humairah54 Aamiin Ya Mujibassailin 🤲,3,1,0,12/19/2024 5:36 PM,,,,
17962702229717064,1377483689,,setyaningsihanik,-@nia_humairah54 aamiin,1,1,0,12/19/2024 5:36 PM,,,,
18016251419429955,1716612291,,italisti_,-@nia_humairah54 Aamiin,1,1,0,12/19/2024 6:09 PM,,,,
17855009973342778,66329352869,,melsigallery897,-@nia_humairah54 aamiin allahumma aamiin 🤲 semoga menular Kesya jg garis dua ya ka,1,1,0,12/19/2024 7:05 PM,,,,
18072158215642877,3642843542,,nia_humairah54,-@melsigallery897 AamiinYaaAllah❤️,0,1,0,12/19/2024 7:22 PM,,,,
17876036595232708,58470689064,,rifatunhasanah59,-Aamiin,0,1,0,12/19/2024 7:49 PM,,,,
18050597651011152,1658685503,,yarnielsa,-@nia_humairah54 Aamiin ya Allah,0,1,0,12/19/2024 8:30 PM,,,,
18210639973290316,1487522875,,estehpa1t,-@nia_humairah54 aamiin ya Allah,0,1,0,12/19/2024 8:39 PM,,,,
17857432461338153,34255054419,,souvenirmurah_kudus,-@nia_humairah54 amin,0,1,0,12/19/2024 9:21 PM,,,,
18071679190656333,1999649252,,rieriezt_rieztha,-@nia_humairah54 Aamiin,0,1,0,12/19/2024 10:50 PM,,,,
18310601326205759,3693085192,,mommarestu,-@nia_humairah54 Aamiin Allahuma Aamiin,0,1,0,12/19/2024 10:56 PM,,,,
18033823469579917,1754787324,,upi3palupi,-@nia_humairah54 Aamiin Ya Allah,0,1,0,12/20/2024 6:09 AM,,,,
18164289136321263,1910579329,,susidamayanti13,-@nia_humairah54 aamiin ya Allah,0,1,0,12/20/2024 7:53 AM,,,,
18096570901492041,1763215516,,ririn_sri_rahayu_baretta,-@nia_humairah54 aamiin,1,1,0,12/20/2024 8:15 AM,,,,
"1,80169E+16",1244430613,,hijabbhits,-@nia_humairah54 ya Allah bahagiakan hamba-Mu yg ingin dititipin anak2 salih dan salihah aamiin,0,1,0,12/20/2024 8:00 PM,,,,
17953032506893124,6117030430,,asmaradanawedding,MasyaAllah😍,4,0,0,12/19/2024 4:01 PM,,,,
18285221587168084,4253578098,,nolanabila_maringka,😍,0,0,0,12/19/2024 4:02 PM,,,,
18047143951925797,50172214176,,afrizalaldi772,"Gua ngelihat semua artis sudah banyak yg berhijab dan berhijab, rasanya tenang dan Adem Banget liatnya.Senoga semakin banyak juga artis wanita yg hijrah dan berhijab ya☺️",58,0,0,12/19/2024 4:02 PM,,,,
18076903378547164,67182576187,,avivaclicuers,"Masyaallah....sehat selalu adek bayi serta ibunya,,,,mau 100 ribu dong,bua beli berasssa",26,0,1,12/19/2024 4:05 PM,,,,
18484560046053152,67520468417,,tokososmed.103,-https://media0.giphy.com/media/v1.Y2lkPWFlZWNjYzExODQ5MGc5ZXU4ZGFqbDExNXJpd2RybXBoNjNmN205OWRjM2duaHd5aiZlcD12MV9naWZzX2dpZklkJmN0PWc/zpHOzmUYMWbxqZR7qo/200.gif,1,1,0,12/19/2024 4:32 PM,,,,
17951270153875011,7130858504,,rantikasarii_,Masya Allah❤️,1,0,0,12/19/2024 4:05 PM,,,,
17952547958888579,70123309266,,iinsakinah71,Masya Alloh❤️,1,0,0,12/19/2024 4:06 PM,,,,
18478829575010805,9178727284,,leuracouture,❤️❤️❤️,3,0,0,12/19/2024 4:07 PM,,,,
18025699241619409,4331693763,,kostum_futsal_centre,Barakallah mba shandy 😍,1,0,0,12/19/2024 4:11 PM,,,,
17945778893791617,27884241824,,rochmaaa21,Selamat Bu Sandy pak Gilang .. semoga menjadi anak yang Sholeh .. sehat selalu baby jyab☺️,1,0,0,12/19/2024 4:15 PM,,,,
17873272701239493,3933342618,,nur.altaviani,Alhamdulilah Tahniah ❤️,3,0,1,12/19/2024 4:23 PM,,,,
18080902429576844,53421292824,,esan_khan_kadri_786,-@nur.altaviani 😍😍😍,0,1,0,12/22/2024 12:51 AM,,,,
17995338698663552,55467857630,,rianaputtrii_,❤️,0,0,0,12/19/2024 4:23 PM,,,,
18257910448280993,62671270367,,samawaemy,Masya Allah tabarakallah ❤️,0,0,0,12/19/2024 4:24 PM,,,,
18323094883089652,3066631614,,misdy2000,Wr4,1,0,0,12/19/2024 4:26 PM,,,,
18474485782044586,1062088240,,shandypurnamasari,Makasi onty uncle❤️❤️,101,0,2,12/19/2024 4:26 PM,,,,
18054460945956602,3520564450,,mayaamelia882,-@shandypurnamasari semoga jd anak yg soleh dan berbakti kpd kedua org tua.. aamiin,0,1,0,12/20/2024 4:35 PM,,,,
18363911131191084,53421292824,,esan_khan_kadri_786,-@shandypurnamasari 😍😍😍,0,1,0,12/22/2024 12:52 AM,,,,
18098294380490401,40005238834,,sutiat.sutiat.33,❤️,1,0,0,12/19/2024 4:28 PM,,,,
